title,park,date,phone,rating,cc,location.latitude,location.longitude,location.human_address2,datayear,day,park_address,address,city,state,zip,community,geocode_address,lat,long,osm_type,display_name,class,type,communitiy,community_match
Frozen Sing-A-Long,"Ward, A. Montgomery Park",2015-08-26T02:48:00Z,(312) 742-7895,PG,Yes,41.89364243,-87.64193726,"{""address"": ""630 N. Kingsbury St. Chicago IL 60606"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60606""}",2015,Wed,,630 N. Kingsbury St. Chicago IL 60606,Chicago,IL,60606.0,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,41.89335016583472,-87.64121581461724,way,"630, North Kingsbury Street, Chicago River North, Near North Side, Chicago, Cook County, Illinois, 60654, United States",place,house,NEAR NORTH SIDE,Yes
Grease,Park No. 551,2015-08-25T02:50:00Z,(312) 742-7895 ,PG-13,Yes,41.88835526,-87.64409637,"{""address"": ""353 N. DesPlaines St. Chicago IL 60611"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60611""}",2015,Tue,,353 N. DesPlaines St. Chicago IL 60611,Chicago,IL,60611.0,NEAR WEST SIDE,353 N. DesPlaines St. Chicago IL 60611,41.88834255,-87.64361960902735,way,"Echelon at K Station, 353, North Desplaines Street, Near West Side, Chicago, Cook County, Illinois, 60661, United States",building,apartments,NEAR WEST SIDE,Yes
The Bad News Bears (1976),Calumet Park,2015-08-25T02:42:00Z,(312) 747-6039,,,41.71755765,-87.53148079,"{""address"": ""9801 S Avenue G Chicago, IL 60617"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60617""}",2015,Tue,,"9801 S Avenue G Chicago, IL 60617",Chicago,IL,60617.0,EAST SIDE,"9801 S Avenue G Chicago, IL 60617",41.71758375,-87.5301963176882,way,"Calumet Park Field House, 9801, South Avenue G, East Side, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",leisure,sports_centre,EAST SIDE,Yes
Insurgent,Lake Shore Park,2015-08-24T02:59:00Z,(312) 742-7891,PG-13,Yes,41.89749146,-87.61992645,"{""address"": ""808 N Lake Shore Dr Chicago, IL 60611"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60611""}",2015,Mon,,"808 N Lake Shore Dr Chicago, IL 60611",Chicago,IL,60611.0,NEAR NORTH SIDE,"808 N Lake Shore Dr Chicago, IL 60611",41.897175450000006,-87.61788656601382,way,"Lake Shore Park Fieldhouse, 808, North Lake Shore Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",leisure,sports_centre,NEAR NORTH SIDE,Yes
Big Hero 6,Holstein Park,2015-08-24T02:42:00Z,(312) 742-7554 ,PG,Yes,41.9219017,-87.68556213,"{""address"": ""2200 N. Oakley Ave. Chicago IL 60647"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60647""}",2015,Mon,,2200 N. Oakley Ave. Chicago IL 60647,Chicago,IL,60647.0,LOGAN SQUARE,2200 N. Oakley Ave. Chicago IL 60647,41.9217375,-87.68509576052016,way,"Holstein Park Fieldhouse, 2200, North Oakley Avenue, Logan Square, Chicago, Cook County, Illinois, 60647, United States",leisure,sports_centre,LOGAN SQUARE,Yes
The Wizard of Oz,Oz Park,2015-08-24T02:41:00Z,(312) 742-7898,G,Yes,41.92099187,-87.64469862,"{""address"": ""2021 N. Burling St. Chicago IL 60614"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60614""}",2015,Mon,,2021 N. Burling St. Chicago IL 60614,Chicago,IL,60614.0,LINCOLN PARK,2021 N. Burling St. Chicago IL 60614,41.918992,-87.64703934580413,relation,"2021, North Burling Street, Mid-North District, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",building,school,LINCOLN PARK,Yes
Frozen,Armour Square Park,2015-08-23T02:48:00Z,(312) 747-6012,PG,Yes,41.83438492,-87.63520813,"{""address"": ""3309 S Shields Ave Chicago, IL 60616"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60616""}",2015,Sun,,"3309 S Shields Ave Chicago, IL 60616",Chicago,IL,60616.0,ARMOUR SQUARE,"3309 S Shields Ave Chicago, IL 60616",41.8342438,-87.63503762572628,way,"Armour Square Park Field House, 3309, South Shields Avenue, South Branch Addition, Chinatown, Armour Square, Chicago, Cook County, Illinois, 60616, United States",leisure,sports_centre,ARMOUR SQUARE,Yes
The Wizard of Oz,Gross Park,2015-08-23T02:41:00Z,(312) 742-7528,G,Yes,41.96857834,-87.6966095,"{""address"": ""2708 W. Lawrence Ave. Chicago IL 60625"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60625""}",2015,Sun,,2708 W. Lawrence Ave. Chicago IL 60625,Chicago,IL,60625.0,LINCOLN SQUARE,2708 W. Lawrence Ave. Chicago IL 60625,41.96868715,-87.69666819915436,way,"Gross Park Fieldhouse, 2708, West Lawrence Avenue, Bowmanville, Lincoln Square, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",leisure,sports_centre,LINCOLN SQUARE,Yes
Angels in the Outfield,Chopin Park,2015-08-23T02:42:00Z,(773) 685-3247,PG,Yes,41.94267654,-87.76173401,"{""address"": ""3420 N. Long Ave. Chicago IL 60641"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60641""}",2015,Sun,,3420 N. Long Ave. Chicago IL 60641,Chicago,IL,60641.0,PORTAGE PARK,3420 N. Long Ave. Chicago IL 60641,41.94319145,-87.76240576101922,way,"Chopin Park Fieldhouse, 3420, North Long Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",leisure,sports_centre,PORTAGE PARK,Yes
Big Hero 6,Mayfair Park,2015-08-22T03:00:00Z,(773) 685-3361,PG,,41.96262741,-87.74201202,"{""address"": ""4550 W. Sunnyside Ave. Chicago IL 60630"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60630""}",2015,Sat,,4550 W. Sunnyside Ave. Chicago IL 60630,Chicago,IL,60630.0,IRVING PARK,4550 W. Sunnyside Ave. Chicago IL 60630,41.9626943509231,-87.74198478918703,way,"4550, West Sunnyside Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",place,house,IRVING PARK,Yes
Frozen,Veteran's Memorial Park,2015-08-22T02:48:00Z,(312) 747-6812,PG,Yes,41.7172966,-87.55563354,"{""address"": ""2820 E. 98th St. Chicago IL 60617"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60617""}",2015,Sat,,2820 E. 98th St. Chicago IL 60617,Chicago,IL,60617.0,SOUTH DEERING,2820 E. 98th St. Chicago IL 60617,41.71766235,-87.55583659999999,way,"Veterans Memorial Park Fieldhouse, 2820, East 98th Street, Vet's Park, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",building,yes,SOUTH DEERING,Yes
Night at the Museum: Secret of the Tomb,Cooper Park,2015-08-22T02:38:00Z,(312) 747-6096,PG,Yes,41.68196487,-87.65545654,"{""address"": ""11712 S. Ada Street Chicago IL 60643"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60643""}",2015,Sat,,11712 S. Ada Street Chicago IL 60643,Chicago,IL,60643.0,ROSELAND,11712 S. Ada Street Chicago IL 60643,41.6892536,-87.6556673,way,"South Ada Street, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",highway,residential,ROSELAND,Yes
The Hobbit: The Battle of the Five Armies,Wrightwood Park,2015-08-22T03:24:00Z,(312) 742-7816,PG-13,Yes,41.92774582,-87.66582489,"{""address"": ""2534 N Greenview Ave Chicago, IL 60614"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60614""}",2015,Sat,,"2534 N Greenview Ave Chicago, IL 60614",Chicago,IL,60614.0,LINCOLN PARK,"2534 N Greenview Ave Chicago, IL 60614",41.92821175,-87.6667514745373,way,"Wrightwood Park Fieldhouse, 2534, North Greenview Avenue, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",leisure,sports_centre,LINCOLN PARK,Yes
Jumanji,Rowan Park,2015-08-21T03:30:00Z,(773) 646-3180,PG,,41.68553543,-87.53646851,"{""address"": ""11546 S. Avenue L Chicago IL 60617"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60617""}",2015,Fri,,11546 S. Avenue L Chicago IL 60617,Chicago,IL,60617.0,EAST SIDE,11546 S. Avenue L Chicago IL 60617,41.68497565,-87.53737099777612,way,"11546, South Avenue L, East Side, Hegewisch, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",building,public,EAST SIDE,Yes
Dawn of the Planet of the Apes,Tuley Park,2015-08-21T03:10:00Z,(312) 747-6763,PG-13,Yes,41.73011017,-87.61437988,"{""address"": ""501 E. 90th Pl. Chicago IL 60619"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60619""}",2015,Fri,,501 E. 90th Pl. Chicago IL 60619,Chicago,IL,60619.0,CHATHAM,501 E. 90th Pl. Chicago IL 60619,41.7301331,-87.61119968065823,way,"Tuley Park Fieldhouse, 501, East 90th Place, Dauphin Park, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",leisure,sports_centre,CHATHAM,Yes
Dolphin Tale 2,Pasteur Park,2015-08-21T02:47:00Z,(773) 284-0530,PG,Yes,41.7871666,-87.7327652,"{""address"": ""5825 S. Kostner Ave Chicago IL 60629"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60629""}",2015,Fri,,5825 S. Kostner Ave Chicago IL 60629,Chicago,IL,60629.0,WEST ELSDON,5825 S. Kostner Ave Chicago IL 60629,41.7861607,-87.73237071333841,way,"5825, South Kostner Avenue, West Elsdon, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",building,school,WEST ELSDON,Yes
Dreamgirls,Sherman Park,2015-07-31T03:40:00Z,(312) 747-6672,PG-13,Yes,41.79926682,-87.65863037,"{""address"": ""1301 W. 52nd St. Chicago IL 60609"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60609""}",2015,Fri,,1301 W. 52nd St. Chicago IL 60609,Chicago,IL,60609.0,NEW CITY,1301 W. 52nd St. Chicago IL 60609,41.7984192,-87.65742031740528,way,"Sherman Park Fieldhouse, 1301, West 52nd Street, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",leisure,sports_centre,NEW CITY,Yes
Jumanji,Wicker Park,2015-08-21T02:44:00Z,(312) 742-7553,PG,Yes,41.90821838,-87.67736053,"{""address"": ""1425 N. Damen Avenue Chicago IL 60622"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60622""}",2015,Fri,,1425 N. Damen Avenue Chicago IL 60622,Chicago,IL,60622.0,WEST TOWN,1425 N. Damen Avenue Chicago IL 60622,41.9080368,-87.67673985505128,way,"Wicker Park Fieldhouse, 1425, North Damen Avenue, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States",leisure,sports_centre,WEST TOWN,Yes
Grease,South Shore Cultural Center,2015-08-20T02:50:00Z,(773) 256-0149,PG,Yes,41.76674652,-87.56651306,"{""address"": ""7059 S. South Shore Dr. Chicago IL 60649"", ""city"": """", ""state"": """", ""zip"": ""60649""}",2015,Thu,,7059 S. South Shore Dr. Chicago IL 60649,,,60649.0,SOUTH SHORE,7059 S. South Shore Dr. Chicago IL 60649,41.766546000000005,-87.56483496812618,way,"Chicago Police Department Mounted Unit Horse Stables, 7059, South South Shore Drive, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",amenity,police,SOUTH SHORE,Yes
The Lego Movie,Burnside Park,2015-08-20T02:40:00Z,(312) 747-6015 ,PG,Yes,41.72403336,-87.59728241,"{""address"": ""9400 S. Greenwood Ave. Chicago IL 60619"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60619""}",2015,Thu,,9400 S. Greenwood Ave. Chicago IL 60619,Chicago,IL,60619.0,BURNSIDE,9400 S. Greenwood Ave. Chicago IL 60619,41.7539895,-87.5979741,way,"South Greenwood Avenue, Italian Bowery, Greater Grand Crossing, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",highway,tertiary,BURNSIDE,Yes
Guardians of the Galaxy,Riis Park,2015-08-20T03:01:00Z,(312) 746-5363 ,,,41.92380142,-87.77819824,"{""address"": ""6100 W. Fullerton Ave. Chicago IL 60639"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60639""}",2015,Thu,,6100 W. Fullerton Ave. Chicago IL 60639,Chicago,IL,60639.0,BELMONT CRAGIN,6100 W. Fullerton Ave. Chicago IL 60639,41.9241735,-87.77856037456571,way,"Riis Park Fieldhouse, 6100, West Fullerton Avenue, Beat 2512, Belmont Cragin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",building,public,BELMONT CRAGIN,Yes
Annie (2014),Paschen Park,2015-08-19T03:15:00Z,(773) 262-5871,PG,,42.00889969,-87.67923737,"{""address"": ""1932 W. Lunt Ave. Chicago IL 60626"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60626""}",2015,Wed,,1932 W. Lunt Ave. Chicago IL 60626,Chicago,IL,60626.0,ROGERS PARK,1932 W. Lunt Ave. Chicago IL 60626,42.0092345,-87.67936446704036,way,"1932, West Lunt Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,yes,ROGERS PARK,Yes
Teenage Mutant Ninja Turtles (2014),Senka Park,2015-08-19T02:41:00Z,(312) 747-4386,PG-13,Yes,41.79055023,-87.71083069,"{""address"": ""5656 S. St. Louis Ave. Chicago IL 60629"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60629""}",2015,Wed,,5656 S. St. Louis Ave. Chicago IL 60629,Chicago,IL,60629.0,GAGE PARK,5656 S. St. Louis Ave. Chicago IL 60629,41.79056328414362,-87.71093633987942,way,"5656, South Saint Louis Avenue, Garfield Manor, Gage Park, Chicago, Lake Township, Cook County, Illinois, 60629, United States",place,house,GAGE PARK,Yes
Singin' in the Rain,Harold Washington Playlot Park,2015-08-19T02:43:00Z,(312) 747-6620 ,G,Yes,41.80065536,-87.58443451,"{""address"": ""5200 S. Hyde Park Blvd. Chicago IL 60615"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60615""}",2015,Wed,,5200 S. Hyde Park Blvd. Chicago IL 60615,Chicago,IL,60615.0,HYDE PARK,5200 S. Hyde Park Blvd. Chicago IL 60615,41.8008811,-87.585048058448,way,"Congregation Rodfei Zedek, 5200, South Hyde Park Boulevard, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",amenity,place_of_worship,HYDE PARK,Yes
Guardians of the Galaxy,McGuane Park,2015-08-19T03:01:00Z,(312) 747-6497,PG-13,Yes,41.84131622,-87.64971161,"{""address"": ""2901 S Poplar Ave Chicago, IL 60608"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60608""}",2015,Wed,,"2901 S Poplar Ave Chicago, IL 60608",Chicago,IL,60608.0,BRIDGEPORT,"2901 S Poplar Ave Chicago, IL 60608",41.84121015,-87.64867008738815,way,"McGuane Park Fieldhouse, 2901, South Poplar Avenue, Bridgeport, Chicago, Cook County, Illinois, 60608, United States",leisure,sports_centre,BRIDGEPORT,Yes
Clue,Kathy Osterman Beach,2015-08-18T02:34:00Z,(312) 742-5121,PG,No,41.98543743,-87.65284538,"{""address"": ""5800 N. Lake Shore Drive, Chicago, IL 60660"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60660""}",2015,Tue,,"5800 N. Lake Shore Drive, Chicago, IL 60660",Chicago,IL,60660.0,EDGEWATER,"5800 N. Lake Shore Drive, Chicago, IL 60660",41.9856023,-87.6538783,way,"North Lake Shore Drive, Edgewater, Chicago, Lake View Township, Cook County, Illinois, 60660, United States",highway,motorway,EDGEWATER,Yes
Guardians of the Galaxy,Jonquil Playlot Park,2015-08-17T03:01:00Z,(312) 742-7816 ,PG-13,Yes,41.92899323,-87.65377045,"{""address"": ""1001 W. Wrightwood Ave. Chicago IL 60614"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60614""}",2015,Mon,,1001 W. Wrightwood Ave. Chicago IL 60614,Chicago,IL,60614.0,LINCOLN PARK,1001 W. Wrightwood Ave. Chicago IL 60614,41.92908649711088,-87.65392882075318,way,"1001, West Wrightwood Avenue, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",place,house,LINCOLN PARK,Yes
Back to the Future,Eckhart Park,2015-08-17T02:56:00Z,(312) 746-5490,PG,Yes,41.89619446,-87.66043091,"{""address"": ""1330 W. Chicago Ave. Chicago IL 60642"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60642""}",2015,Mon,,1330 W. Chicago Ave. Chicago IL 60642,Chicago,IL,60642.0,WEST TOWN,1330 W. Chicago Ave. Chicago IL 60642,41.8966275,-87.66141890335714,way,"Eckhart Park Field House, 1330-1354, West Chicago Avenue, West Town, Chicago, Cook County, Illinois, 60642, United States",leisure,sports_centre,WEST TOWN,Yes
The Hunger Games,Steelworkers Park ,2015-08-17T03:22:00Z,(312) 742-6651,PG-13,Yes,41.73539783,-87.52882004,"{""address"": ""East 87th at Lake Michigan Chicago IL 60619"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60619""}",2015,Mon,,East 87th at Lake Michigan Chicago IL 60619,Chicago,IL,60619.0,SOUTH CHICAGO,East 87th at Lake Michigan Chicago IL 60619,,,,,,,SOUTH CHICAGO,Yes
Back to the Future,Bosley Playground Park,2015-08-16T02:56:00Z,(312) 747-6026,PG,Yes,41.83930206,-87.65362549,"{""address"": ""3044 S Bonfield St Chicago, IL 60608"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60608""}",2015,Sun,,"3044 S Bonfield St Chicago, IL 60608",Chicago,IL,60608.0,BRIDGEPORT,"3044 S Bonfield St Chicago, IL 60608",41.839244750000006,-87.65376080000001,way,"Bosley Park Fieldhouse, 3044, South Bonfield Street, Locks, Bridgeport, Chicago, Cook County, Illinois, 60608, United States",leisure,sports_centre,BRIDGEPORT,Yes
Hook,Wicker Park,2015-07-31T03:52:00Z,(312) 742-7553,PG,Yes,41.90821838,-87.67736053,"{""address"": ""1425 N. Damen Avenue Chicago IL 60622"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60622""}",2015,Fri,,1425 N. Damen Avenue Chicago IL 60622,Chicago,IL,60622.0,WEST TOWN,1425 N. Damen Avenue Chicago IL 60622,41.9080368,-87.67673985505128,way,"Wicker Park Fieldhouse, 1425, North Damen Avenue, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States",leisure,sports_centre,WEST TOWN,Yes
The Lego Movie,Unity Playlot Park,2015-08-16T02:40:00Z,(312) 742-7546,PG,Yes,41.92939377,-87.7122345,"{""address"": ""2636 N. Kimball Ave. Chicago IL 60647"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60647""}",2015,Sun,,2636 N. Kimball Ave. Chicago IL 60647,Chicago,IL,60647.0,LOGAN SQUARE,2636 N. Kimball Ave. Chicago IL 60647,41.929413,-87.712339,way,"2636, North Kimball Avenue, Logan Square, Chicago, Jefferson Township, Cook County, Illinois, 60647, United States",place,house,LOGAN SQUARE,Yes
Roll Bounce,Washington Park,2015-08-16T02:52:00Z,(773) 256-1248,PG-13,Yes,41.79378891,-87.61591339,"{""address"": ""5531 S. Martin Luther King Dr. Chicago, IL 60637"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60637""}",2015,Sun,,"5531 S. Martin Luther King Dr. Chicago, IL 60637",Chicago,IL,60637.0,WASHINGTON PARK,"5531 S. Martin Luther King Dr. Chicago, IL 60637",,,,,,,WASHINGTON PARK,Yes
Rio 2,Fosco Park,2015-08-15T02:41:00Z,(312) 746-5086,G,Yes,41.86500168,-87.6566391,"{""address"": ""1312 S. Racine Ave, Chicago IL 60608"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60608""}",2015,Sat,,"1312 S. Racine Ave, Chicago IL 60608",Chicago,IL,60608.0,NEAR WEST SIDE,"1312 S. Racine Ave, Chicago IL 60608",41.8561292,-87.6563737,way,"South Racine Avenue, Pilsen, Lower West Side, Chicago, Cook County, Illinois, 60608, United States",highway,tertiary,NEAR WEST SIDE,Yes
Maleficent,Harris Park,2015-08-15T02:37:00Z,(312) 747-2706 ,PG,Yes,41.78224182,-87.6043396,"{""address"": ""6200 S. Drexel Ave. Chicago IL 60637"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60637""}",2015,Sat,,6200 S. Drexel Ave. Chicago IL 60637,Chicago,IL,60637.0,WOODLAWN,6200 S. Drexel Ave. Chicago IL 60637,41.78174455,-87.60487367376206,way,"Harriet Harris Community Center, 6200, South Drexel Avenue, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",amenity,community_centre,WOODLAWN,Yes
Tyler Perry's A Madea Christmas,Oakdale Park,2015-08-15T02:40:00Z,(312) 747-6569,PG-13,Yes,41.72100449,-87.64851379,"{""address"": ""965 W. 95th St. Chicago IL 60643"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60643""}",2015,Sat,,965 W. 95th St. Chicago IL 60643,Chicago,IL,60643.0,WASHINGTON HEIGHTS,965 W. 95th St. Chicago IL 60643,41.7205783,-87.64754920070733,way,"Oakdale Park Fieldhouse, 965, West 95th Street, Washington Heights, Chicago, Lake Township, Cook County, Illinois, 60617, United States",building,yes,WASHINGTON HEIGHTS,Yes
Grease [sing-a-long],Independence Park,2015-08-15T03:00:00Z,(773) 478-3538,PG-13,,41.95268631,-87.72504425,"{""address"": ""3945 N. Springfield Ave. Chicago IL 60618"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60618""}",2015,Sat,,3945 N. Springfield Ave. Chicago IL 60618,Chicago,IL,60618.0,IRVING PARK,3945 N. Springfield Ave. Chicago IL 60618,41.95295885,-87.7247681,way,"Independence Park Fieldhouse, 3945, North Springfield Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",leisure,sports_centre,IRVING PARK,Yes
Annie (2014),Dunbar Park,2015-08-14T02:58:00Z,(312) 747-5962,PG,Yes,41.83839417,-87.62062836,"{""address"": ""300 E. 31st St. Chicago IL 60616"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60616""}",2015,Fri,,300 E. 31st St. Chicago IL 60616,Chicago,IL,60616.0,DOUGLAS,300 E. 31st St. Chicago IL 60616,41.838465,-87.620472,way,"300, East 31st Street, Douglas, Chicago, Cook County, Illinois, 60616, United States",place,house,DOUGLAS,Yes
Frozen,Harrison Park,2015-08-14T02:48:00Z,(312) 746-5491,PG,Yes,41.85699081,-87.67106628,"{""address"": ""1824 S. Wood St. Chicago IL 60608"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60608""}",2015,Fri,,1824 S. Wood St. Chicago IL 60608,Chicago,IL,60608.0,LOWER WEST SIDE,1824 S. Wood St. Chicago IL 60608,41.85680545,-87.67203620752008,way,"Harrison Park Culture and Recreation Center, 1824, South Wood Street, Lower West Side, Chicago, Cook County, Illinois, 60608, United States",leisure,sports_centre,LOWER WEST SIDE,Yes
Paddington,Hamlin Park,2015-08-14T02:35:00Z,(312) 742-7785 ,PG,Yes,41.93654251,-87.68065643,"{""address"": ""3035 N. Hoyne Ave. Chicago IL 60618"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60618""}",2015,Fri,,3035 N. Hoyne Ave. Chicago IL 60618,Chicago,IL,60618.0,NORTH CENTER,3035 N. Hoyne Ave. Chicago IL 60618,41.93731535,-87.6798934585443,way,"Hamlin Park Fieldhouse, 3035-3051, North Hoyne Avenue, Hamlin Park, North Center, Chicago, Lake View Township, Cook County, Illinois, 60618, United States",leisure,sports_centre,NORTH CENTER,Yes
Footloose,Merrimac Park,2015-08-13T03:00:00Z,(773) 685-3382,PG,,41.95264435,-87.78518677,"{""address"": ""6343 W. Irving Park Rd. Chicago IL 60634"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60634""}",2015,Thu,,6343 W. Irving Park Rd. Chicago IL 60634,Chicago,IL,60634.0,DUNNING,6343 W. Irving Park Rd. Chicago IL 60634,41.9523046,-87.78492398252675,way,"Merrimac Park Fieldhouse, 6343, West Irving Park Road, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",leisure,sports_centre,DUNNING,Yes
A Latino Film Festival Selection,Harrison Park,2015-08-13T03:00:00Z,(312) 746-5491,NR,Yes,41.85699081,-87.67106628,"{""address"": ""1824 S. Wood St. Chicago IL 60608"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60608""}",2015,Thu,,1824 S. Wood St. Chicago IL 60608,Chicago,IL,60608.0,LOWER WEST SIDE,1824 S. Wood St. Chicago IL 60608,41.85680545,-87.67203620752008,way,"Harrison Park Culture and Recreation Center, 1824, South Wood Street, Lower West Side, Chicago, Cook County, Illinois, 60608, United States",leisure,sports_centre,LOWER WEST SIDE,Yes
Annie (2014),South Shore Cultural Center,2015-08-13T02:58:00Z,(773) 256-0149,PG,Yes,41.76674652,-87.56651306,"{""address"": ""7059 S. South Shore Dr. Chicago IL 60649"", ""city"": """", ""state"": """", ""zip"": ""60649""}",2015,Thu,,7059 S. South Shore Dr. Chicago IL 60649,,,60649.0,SOUTH SHORE,7059 S. South Shore Dr. Chicago IL 60649,41.766546000000005,-87.56483496812618,way,"Chicago Police Department Mounted Unit Horse Stables, 7059, South South Shore Drive, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",amenity,police,SOUTH SHORE,Yes
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Mann Park,2015-08-13T02:21:00Z,(773) 646-0210,PG,Yes,41.6591568,-87.54946136,"{""address"": ""3035 E. 130st St. Chicago IL 60633"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60633""}",2015,Thu,,3035 E. 130st St. Chicago IL 60633,Chicago,IL,60633.0,HEGEWISCH,3035 E. 130st St. Chicago IL 60633,,,,,,,HEGEWISCH,Yes
A Bug's Life,Adams Playground Park,2015-08-12T02:50:00Z,(312) 742-7787,G,,41.91665268,-87.65535736,"{""address"": ""1919 N Seminary Ave Chicago, IL 60614"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60614""}",2015,Wed,,"1919 N Seminary Ave Chicago, IL 60614",Chicago,IL,60614.0,LINCOLN PARK,"1919 N Seminary Ave Chicago, IL 60614",41.9166048,-87.6552327,node,"1919, North Seminary Avenue, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",place,house,LINCOLN PARK,Yes
A League of Their Own,"Ward, A. Montgomery Park",2015-08-12T03:08:00Z,(312) 742-7895,PG,Yes,41.89364243,-87.64193726,"{""address"": ""630 N. Kingsbury St. Chicago IL 60606"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60606""}",2015,Wed,,630 N. Kingsbury St. Chicago IL 60606,Chicago,IL,60606.0,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,41.89335016583472,-87.64121581461724,way,"630, North Kingsbury Street, Chicago River North, Near North Side, Chicago, Cook County, Illinois, 60654, United States",place,house,NEAR NORTH SIDE,Yes
