title,park,date,rating,cc,location.latitude,location.longitude,datayear,day,address,community,geocode_address,datamonth
Black Panther,Avalon Park,2018-08-10T05:00:00Z,PG-13,Yes,41.744101,-87.594178,2018,Fri,1215 E. 83rd St.,AVALON PARK,"1215 E. 83rd St., Chicago, IL",08
The Associate,Wicker Park,2018-08-09T05:00:00Z,PG-13,Yes,41.907977,-87.677399,2018,Thu,1425 N. Damen Avenue,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",08
Jumanji: Welcome to the Jungle,Dawes Park,2018-07-28T05:00:00Z,PG-13,Yes,41.747193,-87.673082,2018,Sat,8052 S. Damen Ave.,MCKINLEY PARK,"8052 S. Damen Ave., Chicago, IL",07
Elevator to the Gallows (Ascenseur pour l'Echafaud),DuSable Museum of African American History,2018-08-23T05:00:00Z,NR,Yes,41.793186,-87.605804,2018,Thu,740 E. 56th Pl.,ENGLEWOOD,"740 E. 56th Pl., Chicago, IL",08
Minions,Shedd Park,2018-07-27T05:00:00Z,PG,Yes,41.849847,-87.716566,2018,Fri,3660 W. 23rd St.,SOUTH LAWNDALE,"3660 W. 23rd St., Chicago, IL",07
"Monsters, Inc.",Beverly Park,2018-07-17T05:00:00Z,G,Yes,41.708192,-87.68277,2018,Tue,2460 W. 102nd St.,BEVERLY,"2460 W. 102nd St., Chicago, IL",07
Hidden Figures,White (Willye B.) Park,2018-06-27T05:00:00Z,PG,Yes,42.020685,-87.670605,2018,Wed,7631 N. Ashland Ave.,WEST TOWN,"7631 N. Ashland Ave., Chicago, IL",06
Jumanji: Welcome to the Jungle,Peterson Park,2018-07-21T05:00:00Z,PG-13,Yes,41.986333,-87.728537,2018,Sat,5801 N. Pulaski Rd.,NORTH PARK,"5801 N. Pulaski Rd., Chicago, IL",07
Home Team (Mi Mundial),Kilbourn Park,2018-07-25T05:00:00Z,NR,Yes,41.944504,-87.739651,2018,Wed,3501 N. Kilbourn Ave.,IRVING PARK,"3501 N. Kilbourn Ave., Chicago, IL",07
Sister Act,Wicker Park,2018-07-19T05:00:00Z,PG,Yes,41.907977,-87.677399,2018,Thu,1425 N. Damen Avenue,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",07
Love Songs (Les Chansons d'Amour),Holstein Park,2018-07-06T05:00:00Z,NR,Yes,41.922402,-87.685509,2018,Fri,2200 N. Oakley Ave.,LOGAN SQUARE,"2200 N. Oakley Ave., Chicago, IL",07
Ferdinand,Calumet Park,2018-07-23T05:00:00Z,PG,Yes,41.718303,-87.531025,2018,Mon,9801 S. Ave G,EAST SIDE,"9801 S. Ave G, Chicago, IL",07
Broche de Oro: Beginnings / Broche de Oro: Comienzos,Harrison Park,2018-06-20T05:00:00Z,NR,Yes,41.856825,-87.671063,2018,Wed,1824 S. Wood St.,LOWER WEST SIDE,"1824 S. Wood St., Chicago, IL",06
The Boss Baby,Wentworth Park,2018-06-28T05:00:00Z,PG,Yes,41.790224,-87.779233,2018,Thu,5625 S. Mobile Ave.,GARFIELD RIDGE,"5625 S. Mobile Ave., Chicago, IL",06
Grease,Eckhart Park,2018-07-01T05:00:00Z,PG-13,Yes,41.896208,-87.660751,2018,Sun,1330 W. Chicago Ave.,WEST TOWN,"1330 W. Chicago Ave., Chicago, IL",07
Jumanji: Welcome to the Jungle,Churchill Field Playlot Park,2018-06-17T05:00:00Z,PG-13,Yes,41.914792,-87.677554,2018,Sun,1825 N. Damen Ave.,WEST TOWN,"1825 N. Damen Ave., Chicago, IL",06
Home Alone,Berger Park Cultural Center,2018-06-01T05:00:00Z,PG,Yes,41.994711,-87.655536,2018,Fri,6205 N. Sheridan Rd.,EDGEWATER,"6205 N. Sheridan Rd., Chicago, IL",06
Black Panther,Clarendon Park Community Center,2018-08-16T05:00:00Z,PG-13,Yes,41.963681,-87.649962,2018,Thu,4501 N. Clarendon Ave.,UPTOWN,"4501 N. Clarendon Ave., Chicago, IL",08
Coco,Simons Park,2018-08-08T05:00:00Z,PG,Yes,41.911382,-87.714974,2018,Wed,1640 N. Drake Ave.,HUMBOLDT PARK,"1640 N. Drake Ave., Chicago, IL",08
Coco,Merrimac Park,2018-08-01T05:00:00Z,PG,Yes,41.952941,-87.785768,2018,Wed,6343 W. Irving Park Rd.,PORTAGE PARK,"6343 W. Irving Park Rd., Chicago, IL",08
Coco,Lawler Park,2018-08-21T05:00:00Z,PG,Yes,41.775999,-87.751779,2018,Tue,5210 W. 64th St.,CLEARING,"5210 W. 64th St., Chicago, IL",08
Thor: Ragnarok,Grant Park: Logan Monument,2018-06-20T05:00:00Z,PG-13,Yes,41.8706,-87.624217,2018,Wed,900 S. Michigan Ave.,LOOP,"900 S. Michigan Ave., Chicago, IL",06
Jumanji: Welcome to the Jungle,Washtenaw Park,2018-08-16T05:00:00Z,PG-13,Yes,41.845852,-87.692811,2018,Thu,2521 S. Washtenaw Ave.,SOUTH LAWNDALE,"2521 S. Washtenaw Ave., Chicago, IL",08
Coco,Veteran's Memorial Park,2018-08-10T05:00:00Z,PG,Yes,41.7173,-87.55583,2018,Fri,2820 E. 98th St.,SOUTH DEERING,"2820 E. 98th St., Chicago, IL",08
Wonder Woman,South Shore Cultural Center,2018-08-20T05:00:00Z,PG-13,Yes,41.766242,-87.562783,2018,Mon,7059 S. South Shore Drive,SOUTH SHORE,"7059 S. South Shore Drive, Chicago, IL",08
Babe,Calumet Park,2018-07-09T05:00:00Z,G,Yes,41.718303,-87.531025,2018,Mon,9801 S. Ave G,EAST SIDE,"9801 S. Ave G, Chicago, IL",07
Back to the Future,Brooks Park,2018-06-15T05:00:00Z,PG,Yes,42.009873,-87.806655,2018,Fri,7100 N. Harlem Ave.,EDISON PARK,"7100 N. Harlem Ave., Chicago, IL",06
The Boss Baby,Oakdale Park,2018-07-27T05:00:00Z,PG,Yes,41.721324,-87.648147,2018,Fri,965 W. 95th St.,WASHINGTON HEIGHTS,"965 W. 95th St., Chicago, IL",07
Space Jam,Davis Square Park,2018-09-12T05:00:00Z,PG,Yes,41.813094,-87.6663,2018,Wed,4430 S. Marshfield Ave.,NEW CITY,"4430 S. Marshfield Ave., Chicago, IL",09
Roman Holiday,Churchill Field Playlot Park,2018-08-18T05:00:00Z,NR,Yes,41.914792,-87.677554,2018,Sat,1825 N. Damen Ave.,WEST TOWN,"1825 N. Damen Ave., Chicago, IL",08
Mary Poppins,Jonquil Playlot Park,2018-08-26T05:00:00Z,G,Yes,41.929029,-87.653839,2018,Sun,1001 W. Wrightwood Ave.,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",08
Wonder Woman,Kells Playground Park,2018-07-26T05:00:00Z,PG-13,Yes,41.895563,-87.706576,2018,Thu,3201 W. Chicago Ave.,WEST TOWN,"3201 W. Chicago Ave., Chicago, IL",07
Wonder Woman,Dunbar Park,2018-07-05T05:00:00Z,PG-13,Yes,41.838421,-87.618745,2018,Thu,300 E. 31st St.,DOUGLAS,"300 E. 31st St., Chicago, IL",07
Moana,Rowan Park,2018-08-20T05:00:00Z,PG,Yes,41.685148,-87.53645,2018,Mon,11546 S. Avenue L,HEGEWISCH,"11546 S. Avenue L, Chicago, IL",08
Dirty Dancing,Touhy Park,2018-06-23T05:00:00Z,PG-13,Yes,42.015271,-87.672444,2018,Sat,7348 N. Paulina St.,ROGERS PARK,"7348 N. Paulina St., Chicago, IL",06
Moana,Kells Playground Park,2018-08-14T05:00:00Z,PG,Yes,41.895563,-87.706576,2018,Tue,3201 W. Chicago Ave.,WEST TOWN,"3201 W. Chicago Ave., Chicago, IL",08
Jumanji: Welcome to the Jungle,Jensen Park,2018-08-11T05:00:00Z,PG-13,Yes,41.9657,-87.720608,2018,Sat,4650 N. Lawndale Ave.,ALBANY PARK,"4650 N. Lawndale Ave., Chicago, IL",08
Jumanji: Welcome to the Jungle,South Shore Cultural Center,2018-08-27T05:00:00Z,PG-13,Yes,41.766242,-87.562783,2018,Mon,7059 S. South Shore Drive,SOUTH SHORE,"7059 S. South Shore Drive, Chicago, IL",08
Star Wars: The Last Jedi,Chicago Women's Park and Gardens,2018-08-19T05:00:00Z,PG-13,Yes,41.857935,-87.622279,2018,Sun,1801 S. Indiana Ave.,NEAR SOUTH SIDE,"1801 S. Indiana Ave., Chicago, IL",08
Coco,Gompers Park,2018-07-27T05:00:00Z,PG,Yes,41.975421,-87.73445,2018,Fri,4222 W. Foster Ave.,NORTH PARK,"4222 W. Foster Ave., Chicago, IL",07
A Dog's Purpose,McKinley Park,2018-08-21T05:00:00Z,PG,Yes,41.823114,-87.679668,2018,Tue,2210 W. Pershing Rd.,NEW CITY,"2210 W. Pershing Rd., Chicago, IL",08
Moana,Piotrowski Park,2018-09-01T05:00:00Z,PG,Yes,41.836817,-87.730787,2018,Sat,4247 W. 31st St.,SOUTH LAWNDALE,"4247 W. 31st St., Chicago, IL",09
Space Jam,Kilbourn Park,2018-06-13T05:00:00Z,PG,Yes,41.944504,-87.739651,2018,Wed,3501 N. Kilbourn Ave.,IRVING PARK,"3501 N. Kilbourn Ave., Chicago, IL",06
Clue,Chicago History Museum,2018-08-14T05:00:00Z,PG,Yes,41.911789,-87.631947,2018,Tue,1601 N. Clark St.,LINCOLN PARK,"1601 N. Clark St., Chicago, IL",08
The Emoji Movie,Grand Crossing Park,2018-06-23T05:00:00Z,PG,Yes,41.755786,-87.60167,2018,Sat,7655 S. Ingleside Ave.,CHATHAM,"7655 S. Ingleside Ave., Chicago, IL",06
Wonder,Horner Park,2018-06-26T05:00:00Z,PG,Yes,41.961286,-87.697294,2018,Tue,2741 W. Montrose Ave.,IRVING PARK,"2741 W. Montrose Ave., Chicago, IL",06
Jumanji: Welcome to the Jungle,Kelly Park,2018-06-29T05:00:00Z,PG-13,Yes,41.819371,-87.693257,2018,Fri,2725 W. 41st St.,BRIGHTON PARK,"2725 W. 41st St., Chicago, IL",06
Wonder Woman,Churchill Field Playlot Park,2018-07-29T05:00:00Z,PG-13,Yes,41.914792,-87.677554,2018,Sun,1825 N. Damen Ave.,WEST TOWN,"1825 N. Damen Ave., Chicago, IL",07
Rear Window,Belmont Harbor,2018-06-11T05:00:00Z,PG,Yes,41.940216,-87.63955,2018,Mon,3200 N. Lake Shore Dr.,LAKE VIEW,"3200 N. Lake Shore Dr., Chicago, IL",06
Hidden Figures,Fosco Park,2018-08-23T05:00:00Z,PG,Yes,41.864757,-87.65661,2018,Thu,1312 S. Racine Ave,NEAR WEST SIDE,"1312 S. Racine Ave, Chicago, IL",08
The Boss Baby,Ping Tom Memorial Park,2018-07-12T05:00:00Z,PG,Yes,41.858719,-87.6319,2018,Thu,1700 S. Wentworth Ave.,NEAR SOUTH SIDE,"1700 S. Wentworth Ave., Chicago, IL",07
The Boss Baby,Franklin Park,2018-06-22T05:00:00Z,PG,Yes,41.860599,-87.733411,2018,Fri,4320 W. 15th St.,NORTH LAWNDALE,"4320 W. 15th St., Chicago, IL",06
Broche de Oro: Beginnings / Broche de Oro: Comienzos,Kelvyn Park,2018-07-11T05:00:00Z,NR,Yes,41.928651,-87.738278,2018,Wed,4438 W. Wrightwood Ave.,HERMOSA,"4438 W. Wrightwood Ave., Chicago, IL",07
Raiders of the Lost Ark,A. Montgomery Ward Park,2018-07-10T05:00:00Z,PG,Yes,41.892852,-87.640929,2018,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",07
The Boss Baby,Abbott Park,2018-08-04T05:00:00Z,PG,Yes,41.721692,-87.622178,2018,Sat,49 E. 95th St.,ROSELAND,"49 E. 95th St., Chicago, IL",08
Jumanji: Welcome to the Jungle,Brainerd Park,2018-07-18T05:00:00Z,PG-13,Yes,41.726781,-87.65489,2018,Wed,1246 W. 92nd St.,WASHINGTON HEIGHTS,"1246 W. 92nd St., Chicago, IL",07
Black Panther,Skinner Park,2018-08-09T05:00:00Z,PG-13,Yes,41.880283,-87.659439,2018,Thu,1331 W. Monroe St.,NEAR WEST SIDE,"1331 W. Monroe St., Chicago, IL",08
Ferdinand,Hamlin Park,2018-08-15T05:00:00Z,PG,Yes,41.93713,-87.680689,2018,Wed,3035 N. Hoyne Ave.,NORTH CENTER,"3035 N. Hoyne Ave., Chicago, IL",08
Sense and Sensibility,Chicago Women's Park and Gardens,2018-07-29T05:00:00Z,PG,Yes,41.857935,-87.622279,2018,Sun,1801 S. Indiana Ave.,NEAR SOUTH SIDE,"1801 S. Indiana Ave., Chicago, IL",07
Looking for a Boyfriend … for My Wife / Se busca novio … para mi mujer,Harrison Park,2018-08-01T05:00:00Z,NR,Yes,41.856825,-87.671063,2018,Wed,1824 S. Wood St.,LOWER WEST SIDE,"1824 S. Wood St., Chicago, IL",08
Paddington 2,Jonquil Playlot Park,2018-06-17T05:00:00Z,PG,Yes,41.929029,-87.653839,2018,Sun,1001 W. Wrightwood Ave.,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",06
Italo Barocco,Lincoln Park: South Field,2018-07-31T05:00:00Z,NR,Yes,41.914949,-87.632618,2018,Tue,1700 N. Stockton Dr.,LINCOLN PARK,"1700 N. Stockton Dr., Chicago, IL",07
Jumanji: Welcome to the Jungle,Dvorak Park,2018-08-03T05:00:00Z,PG-13,Yes,41.855228,-87.65395,2018,Fri,1119 W. Cullerton St.,LOWER WEST SIDE,"1119 W. Cullerton St., Chicago, IL",08
The Martian,"Bartelme, Mary Park",2018-06-12T05:00:00Z,PG-13,Yes,41.879642,-87.650804,2018,Tue,115 S. Sangamon St.,NEAR WEST SIDE,"115 S. Sangamon St., Chicago, IL",06
Some Like It Hot,Berger Park Cultural Center,2019-06-07T05:00:00Z,NR,Yes,41.99480562,-87.65538421,2019,Fri,6205 N. Sheridan Rd.,EDGEWATER,"6205 N. Sheridan Rd., Chicago, IL",06
The 39 Steps,Belmont Harbor,2019-06-10T05:00:00Z,NR,Yes,41.94090916,-87.63936916,2019,Mon,3200 N. Lake Shore Dr.,LAKE VIEW,"3200 N. Lake Shore Dr., Chicago, IL",06
Goosebumps 2,Donovan Playground Park,2019-06-11T05:00:00Z,PG,Yes,41.82797656,-87.64781283,2019,Tue,3620 S.Lituanica Ave.,BRIDGEPORT,"3620 S.Lituanica Ave., Chicago, IL",06
Crazy Rich Asians,Ward (A. Montgomery) Park,2019-06-11T05:00:00Z,PG-13,Yes,41.893015,-87.64125791,2019,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",06
Moana,Brands Park,2019-06-12T05:00:00Z,PG,Yes,41.94059875,-87.69986095,2019,Wed,3259 N. Elston Ave.,LOGAN SQUARE,"3259 N. Elston Ave., Chicago, IL",06
Black Panther,Union Park,2019-06-12T05:00:00Z,PG-13,Yes,41.88471128,-87.66428183,2019,Wed,1501 W. Randolph St.,NEAR WEST SIDE,"1501 W. Randolph St., Chicago, IL",06
Adventures in Babysitting,Bartelme (Mary) Park,2019-06-13T05:00:00Z,PG-13,Yes,41.87994748,-87.65066137,2019,Thu,115 S. Sangamon St.,NEAR WEST SIDE,"115 S. Sangamon St., Chicago, IL",06
Stardust,Wicker Park,2019-06-13T05:00:00Z,PG-13,Yes,41.90795225,-87.67724924,2019,Thu,1425 N. Damen Avenue,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",06
Great Outdoors,Eugene Field Park,2019-06-14T05:00:00Z,PG,Yes,41.97380338,-87.72221154,2019,Fri,5100 N. Ridgeway Ave.,NORTH PARK,"5100 N. Ridgeway Ave., Chicago, IL",06
Creed II,Lindblom Park,2019-06-14T05:00:00Z,PG-13,Yes,41.78318436,-87.67415389,2019,Fri,6054 S. Damen Ave.,WEST ENGLEWOOD,"6054 S. Damen Ave., Chicago, IL",06
Ghostbusters (1984),Pottawattomie Park,2019-06-14T05:00:00Z,PG,Yes,42.01468225,-87.67838211,2019,Fri,7340 N. Rogers Ave.,ROGERS PARK,"7340 N. Rogers Ave., Chicago, IL",06
Night School,Shedd Park,2019-06-14T05:00:00Z,PG-13,Yes,41.84992518,-87.71735905,2019,Fri,3660 W. 23rd St.,SOUTH LAWNDALE,"3660 W. 23rd St., Chicago, IL",06
Freedom Song,DuSable Museum of African American History,2019-06-15T05:00:00Z,NR,Yes,41.79248002,-87.60685252,2019,Sat,740 E. 56th Pl.,ENGLEWOOD,"740 E. 56th Pl., Chicago, IL",06
The Sandlot 2,Oz Park,2019-06-15T05:00:00Z,PG,Yes,41.9189011,-87.64717807,2019,Sat,2021 N. Burling St.,LINCOLN PARK,"2021 N. Burling St., Chicago, IL",06
Night School,Tuley Park,2019-06-15T05:00:00Z,PG-13,Yes,41.73008229,-87.61181885,2019,Sat,501 E. 90th Pl.,CHATHAM,"501 E. 90th Pl., Chicago, IL",06
Aquaman,Winnemac Park,2019-06-15T05:00:00Z,PG-13,Yes,41.97406708,-87.68437099,2019,Sat,5100 N. Leavitt St,LINCOLN SQUARE,"5100 N. Leavitt St, Chicago, IL",06
Chicago,Grant Park: Logan Monument,2019-06-17T05:00:00Z,PG-13,Yes,41.87055847,-87.62428661,2019,Mon,900 S. Michigan Ave.,LOOP,"900 S. Michigan Ave., Chicago, IL",06
Spider-Man: Into the Spider-Verse,Kedvale Park,2019-06-18T05:00:00Z,PG,Yes,41.90634312,-87.73022479,2019,Tue,4134 W. Hirsch St.,HUMBOLDT PARK,"4134 W. Hirsch St., Chicago, IL",06
The Rugrats Movie (1998),Roberts Square Playlot Park,2019-06-18T05:00:00Z,G,Yes,41.97166987,-87.75892379,2019,Tue,5230 W. Argyle St.,JEFFERSON PARK,"5230 W. Argyle St., Chicago, IL",06
"To Wong Foo, Thanks for Everything, Julie Newmar",Chicago History Museum,2019-06-19T05:00:00Z,PG-13,Yes,41.91131036,-87.63156657,2019,Wed,1601 N. Clark St.,LINCOLN PARK,"1601 N. Clark St., Chicago, IL",06
Alice in Wonderland,Green Briar Park,2019-06-19T05:00:00Z,G,Yes,41.99056874,-87.69659414,2019,Wed,2650 W. Peterson Ave.,WEST RIDGE,"2650 W. Peterson Ave., Chicago, IL",06
Back to the Future Part II,Museum of Science and Industry,2019-06-19T05:00:00Z,PG,Yes,41.79142028,-87.58014777,2019,Wed,5700 S. Lake Shore Dr.,HYDE PARK,"5700 S. Lake Shore Dr., Chicago, IL",06
Smallfoot,Archer Park,2019-06-20T05:00:00Z,PG,Yes,41.80391551,-87.73556627,2019,Thu,4901 S.Kilbourn Ave.,ARCHER HEIGHTS,"4901 S.Kilbourn Ave., Chicago, IL",06
Aquaman,Edgebrook Park,2019-06-20T05:00:00Z,PG-13,Yes,41.99946016,-87.7618211,2019,Thu,6525 N. Hiawatha Ave.,FOREST GLEN,"6525 N. Hiawatha Ave., Chicago, IL",06
Ralph Breaks the Internet,Maggie Daley Park,2019-06-20T05:00:00Z,PG,Yes,41.88422161,-87.61933906,2019,Thu,337 E. Randolph St.,LOOP,"337 E. Randolph St., Chicago, IL",06
The LEGO Movie 2,Wilson (John P.) Park,2019-06-20T05:00:00Z,PG,Yes,41.83167213,-87.65436337,2019,Thu,1122 W. 34th Pl.,BRIDGEPORT,"1122 W. 34th Pl., Chicago, IL",06
Ralph Breaks the Internet,Gladstone Park,2019-06-21T05:00:00Z,PG,Yes,41.97910458,-87.77310817,2019,Fri,5421 N. Menard Ave.,JEFFERSON PARK,"5421 N. Menard Ave., Chicago, IL",06
The Sandlot,Independence Park,2019-06-21T05:00:00Z,PG,Yes,41.95322543,-87.72494811,2019,Fri,3945 N. Springfield Ave.,IRVING PARK,"3945 N. Springfield Ave., Chicago, IL",06
Spider-Man: Into the Spider-Verse,Mandrake Park,2019-06-21T05:00:00Z,PG,Yes,41.82509196,-87.60390798,2019,Fri,900 E. Pershing Rd.,OAKLAND,"900 E. Pershing Rd., Chicago, IL",06
French Cancan,Osterman Beach,2019-06-21T05:00:00Z,NR,Yes,-87.6528859,41.9863754,2019,Fri,5800 N. Lake Shore Dr.,NEAR NORTH SIDE,"5800 N. Lake Shore Dr., Chicago, IL",06
Guardians of the Galaxy,Pulaski Park,2019-06-22T05:00:00Z,PG-13,Yes,41.90693712,-87.66360239,2019,Sat,1419 W. Blackhawk St.,WEST TOWN,"1419 W. Blackhawk St., Chicago, IL",06
Ralph Breaks the Internet,Sauganash Park,2019-06-22T05:00:00Z,PG,Yes,41.98806928,-87.73816907,2019,Sat,5861 N. Kostner Ave.,FOREST GLEN,"5861 N. Kostner Ave., Chicago, IL",06
Black Panther,West Chatham Park,2019-06-22T05:00:00Z,PG-13,Yes,41.74443787,-87.63156363,2019,Sat,8223 S. Princeton Ave.,CHATHAM,"8223 S. Princeton Ave., Chicago, IL",06
Mary Poppins Returns,Brooks Park,2019-06-23T05:00:00Z,PG,Yes,42.00994549,-87.80680465,2019,Sun,7100 N. Harlem Ave.,EDISON PARK,"7100 N. Harlem Ave., Chicago, IL",06
Guardians of the Galaxy,Jonquil Playlot Park,2019-06-23T05:00:00Z,PG-13,Yes,41.92889597,-87.65385229,2019,Sun,1001 W. Wrightwood Ave.,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",06
The LEGO Movie 2,Cotton Tail Park,2019-06-24T05:00:00Z,PG,Yes,41.86203657,-87.62911255,2019,Mon,44 W. 15th St.,NEAR SOUTH SIDE,"44 W. 15th St., Chicago, IL",06
Cabaret,Harold Washington Playlot Park,2019-06-24T05:00:00Z,PG,Yes,41.80047033,-87.58450476,2019,Mon,5200 S. Hyde Park Blvd.,HYDE PARK,"5200 S. Hyde Park Blvd., Chicago, IL",06
Wayne's World,Bartelme (Mary) Park,2019-06-25T05:00:00Z,PG-13,Yes,41.87994748,-87.65066137,2019,Tue,115 S. Sangamon St.,NEAR WEST SIDE,"115 S. Sangamon St., Chicago, IL",06
Jurassic World: Fallen Kingdom,Hamilton Park,2019-06-25T05:00:00Z,PG-13,Yes,41.76337465,-87.6376201,2019,Tue,513 W. 72nd St.,ENGLEWOOD,"513 W. 72nd St., Chicago, IL",06
Black Panther,Ward (A. Montgomery) Park,2019-06-25T05:00:00Z,PG-13,Yes,41.893015,-87.64125791,2019,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",06
Wonder,Horner Park,2019-06-26T05:00:00Z,PG,Yes,41.9611441,-87.69770153,2019,Wed,2741 W. Montrose Ave.,IRVING PARK,"2741 W. Montrose Ave., Chicago, IL",06
The House with a Clock in its Walls,La Villita Park,2019-06-26T05:00:00Z,PG,Yes,41.8408764,-87.70018045,2019,Wed,2800 S. Sacramento Blvd.,EAST GARFIELD PARK,"2800 S. Sacramento Blvd., Chicago, IL",06
Galaxy Quest,Lincoln Park Cultural Center,2019-06-26T05:00:00Z,PG,Yes,41.91983669,-87.63624578,2019,Wed,2045 N. Lincoln Park West,LINCOLN PARK,"2045 N. Lincoln Park West, Chicago, IL",06
Black Panther,Austin Town Hall,2019-06-27T05:00:00Z,PG-13,Yes,41.88784692,-87.76559245,2019,Thu,5610 W. Lake St.,AUSTIN,"5610 W. Lake St., Chicago, IL",06
Mary Poppins Returns,Gross Park,2019-06-27T05:00:00Z,PG,Yes,41.96865935,-87.69662091,2019,Thu,2708 W. Lawrence Ave.,LINCOLN SQUARE,"2708 W. Lawrence Ave., Chicago, IL",06
Ralph Breaks the Internet,Vittum Park,2019-06-27T05:00:00Z,PG,Yes,41.80218518,-87.74838435,2019,Thu,5010 W. 50th St.,GARFIELD RIDGE,"5010 W. 50th St., Chicago, IL",06
Romeo + Juliet,Wicker Park,2019-06-27T05:00:00Z,PG-13,Yes,41.90795225,-87.67724924,2019,Thu,1425 N. Damen Avenue,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",06
Spider-Man: Into the Spider-Verse,Carver Park,2019-06-28T05:00:00Z,PG,Yes,41.65592462,-87.59906439,2019,Fri,939 E. 132nd St.,RIVERDALE,"939 E. 132nd St., Chicago, IL",06
That Thing You Do!,Osterman Beach,2019-06-28T05:00:00Z,PG,Yes,-87.6528859,41.9863754,2019,Fri,5800 N. Lake Shore Dr.,NEAR NORTH SIDE,"5800 N. Lake Shore Dr., Chicago, IL",06
Bumble Bee,Owens Park,2019-06-28T05:00:00Z,PG-13,Yes,41.73517227,-87.57339543,2019,Fri,8800 S. Clyde,CALUMET HEIGHTS,"8800 S. Clyde, Chicago, IL",06
Dirty Dancing,Portage Park,2019-06-28T05:00:00Z,PG-13,Yes,41.95510787,-87.76228458,2019,Fri,4100 N. Long Ave.,PORTAGE PARK,"4100 N. Long Ave., Chicago, IL",06
Ralph Breaks the Internet,Wentworth Park,2019-06-28T05:00:00Z,PG,Yes,41.78970398,-87.7791043,2019,Fri,5625 S. Mobile Ave.,GARFIELD RIDGE,"5625 S. Mobile Ave., Chicago, IL",06
Breathless / A Bout De Souffle,Belmont Harbor,2019-06-29T05:00:00Z,NR,Yes,41.94090916,-87.63936916,2019,Sat,3200 N. Lake Shore Dr.,LAKE VIEW,"3200 N. Lake Shore Dr., Chicago, IL",06
Smallfoot,Grand Crossing Park,2019-06-29T05:00:00Z,PG,Yes,41.75521198,-87.60149568,2019,Sat,7655 S. Ingleside Ave.,CHATHAM,"7655 S. Ingleside Ave., Chicago, IL",06
Aquaman,Rowan Park,2019-06-29T05:00:00Z,PG-13,Yes,41.68500208,-87.53661565,2019,Sat,11546 S. Avenue L,HEGEWISCH,"11546 S. Avenue L, Chicago, IL",06
The Incredibles 2,Chicago Women's Park and Gardens,2019-06-30T05:00:00Z,PG,Yes,41.85783824,-87.62218405,2019,Sun,1801 S. Indiana Ave.,NEAR SOUTH SIDE,"1801 S. Indiana Ave., Chicago, IL",06
The LEGO Movie 2,Holstein Park,2019-06-30T05:00:00Z,PG,Yes,41.92206895,-87.68525593,2019,Sun,2200 N. Oakley Ave.,LOGAN SQUARE,"2200 N. Oakley Ave., Chicago, IL",06
Spider-Man: Into the Spider-Verse,Calumet Park,2019-07-01T05:00:00Z,PG,Yes,41.71772004,-87.53150812,2019,Mon,9801 S. Ave G,EAST SIDE,"9801 S. Ave G, Chicago, IL",07
Grease,Oakwood Beach,2019-07-01T05:00:00Z,PG,Yes,41.82588259,-87.60097185,2019,Mon,3900 S. Lake Shore Dr.,NEAR SOUTH SIDE,"3900 S. Lake Shore Dr., Chicago, IL",07
Leap!,Harold Washington Playlot Park,2019-07-02T05:00:00Z,PG,Yes,41.80047033,-87.58450476,2019,Tue,5200 S. Hyde Park Blvd.,HYDE PARK,"5200 S. Hyde Park Blvd., Chicago, IL",07
Bumble Bee,Kells Playground Park,2019-07-02T05:00:00Z,PG-13,Yes,41.89544308,-87.7066155,2019,Tue,3201 W. Chicago Ave.,WEST TOWN,"3201 W. Chicago Ave., Chicago, IL",07
Jaws,Ridge Park,2019-07-02T05:00:00Z,PG,Yes,41.71920815,-87.66823047,2019,Tue,1817 W. 96th Street,BEVERLY,"1817 W. 96th Street, Chicago, IL",07
Aquaman,Augusta Park,2019-07-05T05:00:00Z,PG-13,Yes,41.8987269,-87.73738695,2019,Fri,4433 W. Augusta Blvd.,HUMBOLDT PARK,"4433 W. Augusta Blvd., Chicago, IL",07
Yankee Doodle Dandy,Indian Boundary Park and Cultural Center,2019-07-05T05:00:00Z,NR,No,42.0087144,-87.69268958,2019,Fri,2500 W. Lunt Ave.,WEST RIDGE,"2500 W. Lunt Ave., Chicago, IL",07
Ralph Breaks the Internet,Kelly Park,2019-07-05T05:00:00Z,PG,Yes,41.81918844,-87.69340844,2019,Fri,2725 W. 41st St.,BRIGHTON PARK,"2725 W. 41st St., Chicago, IL",07
Coco,O'Hallaren Park,2019-07-06T05:00:00Z,PG,Yes,41.74194234,-87.66914926,2019,Sat,8335 S. Honore St.,MCKINLEY PARK,"8335 S. Honore St., Chicago, IL",07
