title,park,date,phone,rating,cc,location.latitude,location.longitude,location.human_address2,datayear,day,park_address,address,city,state,zip,community,geocode_address,lat,long,osm_type,display_name,class,type
The Princess and the Frog,Broncho Billy Playlot Park,2015-08-07T03:07:00Z,(312) 742-7802 ,G,N/A,41.96285248,-87.66093445,"{""address"": ""4437 N Magnolia Ave Chicago, IL 60640"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60640""}",2015,Fri,NA,"4437 N Magnolia Ave Chicago, IL 60640",Chicago,IL,60640,UPTOWN,"4437 N Magnolia Ave Chicago, IL 60640",41.96240193980581,-87.66086839793223,way,"4437, North Magnolia Avenue, Asia on Argyle, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",place,house
Despicable Me 2,Kelly Park,2015-08-07T03:08:00Z,(312) 747-6197,PG,Yes,41.81906128,-87.69380951,"{""address"": ""2725 W. 41st St. Chicago IL 60632"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60632""}",2015,Fri,NA,2725 W. 41st St. Chicago IL 60632,Chicago,IL,60632,BRIGHTON PARK,2725 W. 41st St. Chicago IL 60632,41.819203444484494,-87.69416632840755,way,"2725, West 41st Street, South Brighton, Brighton Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States",place,house
Annie (2014),Lindblom Park,2015-08-07T03:30:00Z,(312) 747-6443,PG,N/A,41.78319931,-87.6741333,"{""address"": ""6054 S. Damen Ave. Chicago IL 60636"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60636""}",2015,Fri,NA,6054 S. Damen Ave. Chicago IL 60636,Chicago,IL,60636,"ENGLEWOOD, WEST ENGLEWOOD",6054 S. Damen Ave. Chicago IL 60636,41.78326695,-87.67460265335257,way,"Lindblom Park Fieldhouse, 6054, South Damen Avenue, South Lynn, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",leisure,sports_centre
Get On Up,Hayes Park,2015-08-07T03:19:00Z,(312) 747-6177,PG-13,Yes,41.73907852,-87.69678497,"{""address"": ""2936 W. 85th St. Chicago IL 60652"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60652""}",2015,Fri,NA,2936 W. 85th St. Chicago IL 60652,Chicago,IL,60652,ASHBURN,2936 W. 85th St. Chicago IL 60652,41.73898815,-87.6968110374172,way,"Fieldhouse, 2936, West 85th Street, Mitchells Subdivision, Ashburn, Chicago, Lake Township, Cook County, Illinois, 60652, United States",building,public
42,Austin Town Hall Park,2015-08-07T03:08:00Z,(773) 287-7658,PG-13,Yes,41.88805771,-87.76578522,"{""address"": ""5610 W Lake St Chicago, IL 60644"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60644""}",2015,Fri,NA,"5610 W Lake St Chicago, IL 60644",Chicago,IL,60644,AUSTIN,"5610 W Lake St Chicago, IL 60644",41.888470850000004,-87.7658057062049,way,"Austin Town Hall, 5610, West Lake Street, Austin, Chicago, Cook County, Illinois, 60644, United States",leisure,sports_centre
Hairspray,Minuteman Park,2015-08-06T03:30:00Z,(773) 284-0214,PG,N/A,41.78416061,-87.76231384,"{""address"": ""5940 S. Central Ave. Chicago IL 60638"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60638""}",2015,Thu,NA,5940 S. Central Ave. Chicago IL 60638,Chicago,IL,60638,"GARFIELD RIDGE, CLEARING",5940 S. Central Ave. Chicago IL 60638,41.78439668861565,-87.76209160523393,way,"5940, South Central Avenue, Clearing, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house
Big Hero 6,Archer Park,2015-08-06T02:42:00Z,(773) 284-7029,PG,Yes,41.80400848,-87.73569489,"{""address"": ""4901 S. Kilbourn Ave. Chicago IL 60632"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60632""}",2015,Thu,NA,4901 S. Kilbourn Ave. Chicago IL 60632,Chicago,IL,60632,ARCHER HEIGHTS,4901 S. Kilbourn Ave. Chicago IL 60632,41.803477900000004,-87.73513253268348,way,"Archer Park Fieldhouse, 4901, South Kilbourn Avenue, Archer Heights, Chicago, Lake Township, Cook County, Illinois, 60632, United States",leisure,sports_centre
The Sandlot,Sheridan Park,2015-08-06T02:41:00Z,(312) 746-5369,PG,Yes,41.87052536,-87.65449524,"{""address"": ""910 S. Aberdeen St. Chicago IL 60607"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60607""}",2015,Thu,NA,910 S. Aberdeen St. Chicago IL 60607,Chicago,IL,60607,NEAR WEST SIDE,910 S. Aberdeen St. Chicago IL 60607,41.87126235,-87.65472822811532,way,"Sheridan Park Turf Field, 910, South Aberdeen Street, University Village/Little Italy, Near West Side, Chicago, Cook County, Illinois, 60607, United States",leisure,pitch
A Latino Film Festival Selection,Loyola Park,2015-08-06T03:00:00Z,(773) 262-8605,NR,Yes,42.01041412,-87.66117859,"{""address"": ""1230 W. Greenleaf Ave. Chicago IL 60626"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60626""}",2015,Thu,NA,1230 W. Greenleaf Ave. Chicago IL 60626,Chicago,IL,60626,"ROGERS PARK, GRAND BOULEVARD",1230 W. Greenleaf Ave. Chicago IL 60626,42.010858400000004,-87.66167898206695,way,"Loyola Park Fieldhouse, 1230, West Greenleaf Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,public
UP,West Lawn Park,2015-08-05T03:30:00Z,(773) 284-2803,PG,N/A,41.77493286,-87.72831726,"{""address"": ""4233 W. 65th St. Chicago IL 60629"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60629""}",2015,Wed,NA,4233 W. 65th St. Chicago IL 60629,Chicago,IL,60629,WEST LAWN,4233 W. 65th St. Chicago IL 60629,41.77486903606575,-87.72854091606648,way,"4233, West 65th Street, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",place,house
E.T. The Extra-Terrestrial,Bell Park,2015-08-05T03:30:00Z,(312) 746-5008,PG,N/A,41.93524551,-87.79602051,"{""address"": ""3020 N Oak Park Ave Chicago, IL 60634"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60634""}",2015,Wed,NA,"3020 N Oak Park Ave Chicago, IL 60634",Chicago,IL,60634,MONTCLARE,"3020 N Oak Park Ave Chicago, IL 60634",41.93496945110849,-87.79570468274466,way,"3020, North Oak Park Avenue, Beat 2511, Montclare, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",place,house
The Lego Movie,River Park,2015-08-05T02:40:00Z,(312) 742-7516,PG,Yes,41.97340012,-87.70230865,"{""address"": ""5100 N. Francisco Ave. Chicago IL 60611"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60611""}",2015,Wed,NA,5100 N. Francisco Ave. Chicago IL 60611,Chicago,IL,60611,LINCOLN SQUARE,5100 N. Francisco Ave. Chicago IL 60611,41.974001900000005,-87.70196239079411,way,"River Park Field House, 5100, North Francisco Avenue, Ravenswood Manor, Albany Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",leisure,sports_centre
Strange Magic,Douglas Park,2015-08-05T02:39:00Z,(773) 762-2842,PG,Yes,41.86323547,-87.70204926,"{""address"": ""1401 S. Sacramento Dr. Chicago IL 60623"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60623""}",2015,Wed,NA,1401 S. Sacramento Dr. Chicago IL 60623,Chicago,IL,60623,NORTH LAWNDALE,1401 S. Sacramento Dr. Chicago IL 60623,41.8623929,-87.69969015636636,way,"Douglas Park Field House, 1401, South Sacramento Drive, North Lawndale, Chicago, Cook County, Illinois, 60623, United States",leisure,sports_centre
Jurassic Park,"Bartelme, Mary Park",2015-08-05T03:07:00Z,(312) 746-5494 ,PG-13,Yes,41.88024521,-87.65080261,"{""address"": ""115 S Sangamon St Chicago, IL 60607"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60607""}",2015,Wed,NA,"115 S Sangamon St Chicago, IL 60607",Chicago,IL,60607,NEAR WEST SIDE,"115 S Sangamon St Chicago, IL 60607",41.8801625970085,-87.65070354636248,way,"115, South Sangamon Street, Greektown, Near West Side, Chicago, Cook County, Illinois, 60607, United States",place,house
Frozen,Chippewa Park,2015-08-04T02:48:00Z,(773) 761-0380 ,PG,Yes,42.00387573,-87.7046051,"{""address"": ""6748 N Sacramento Ave Chicago, IL 60645"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60645""}",2015,Tue,NA,"6748 N Sacramento Ave Chicago, IL 60645",Chicago,IL,60645,WEST RIDGE,"6748 N Sacramento Ave Chicago, IL 60645",42.003594285797796,-87.70471434648694,way,"6748, North Sacramento Avenue, West Ridge, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",place,house
Annie (2014),Wentworth Gardens Park,2015-08-04T02:58:00Z,(312) 747-6996,PG,Yes,41.82579803,-87.6313858,"{""address"": ""3770 S. Wentworth Ave. Chicago IL 60609"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60609""}",2015,Tue,NA,3770 S. Wentworth Ave. Chicago IL 60609,Chicago,IL,60609,ARMOUR SQUARE,3770 S. Wentworth Ave. Chicago IL 60609,41.825832142857145,-87.63147599999999,way,"3770, South Wentworth Avenue, Armour Square, Chicago, Cook County, Illinois, 60609, United States",place,house
To Kill a Mockingbird,Jackson Park,2015-08-04T03:09:00Z,(773) 256.0903 ,NR,Yes,41.77771378,-87.58693695,"{""address"": ""6401 S Stony Island Ave Chicago, IL 60637"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60637""}",2015,Tue,NA,"6401 S Stony Island Ave Chicago, IL 60637",Chicago,IL,60637,HYDE PARK,"6401 S Stony Island Ave Chicago, IL 60637",41.7788187,-87.58545600773346,way,"Jackson Park Fieldhouse, 6401, South Stony Island Avenue, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",leisure,sports_centre
X-Man: Days of Future Past,Jonquil Playlot Park,2015-08-03T03:42:00Z,(312) 742-7816 ,PG-13,Yes,41.92899323,-87.65377045,"{""address"": ""1001 W. Wrightwood Ave. Chicago IL 60614"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60614""}",2015,Mon,NA,1001 W. Wrightwood Ave. Chicago IL 60614,Chicago,IL,60614,LINCOLN PARK,1001 W. Wrightwood Ave. Chicago IL 60614,41.92908649711088,-87.65392882075318,way,"1001, West Wrightwood Avenue, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",place,house
The Boxtrolls,Humboldt Park,2015-08-02T02:36:00Z,(312) 742-7549,PG,Yes,41.90572739,-87.7037735,"{""address"": ""1440 N Humboldt Dr Chicago, IL 60622"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60622""}",2015,Sun,NA,"1440 N Humboldt Dr Chicago, IL 60622",Chicago,IL,60622,WEST TOWN,"1440 N Humboldt Dr Chicago, IL 60622",41.90664404033851,-87.70120663566223,way,"1440, North Humboldt Drive, West Town, Chicago, Cook County, Illinois, 60647, United States",place,house
Maleficent,Kennicott Park,2015-08-02T02:37:00Z,(312) 747-7138,PG,Yes,41.81412125,-87.59686279,"{""address"": ""4434 S. Lake Park Ave. Chicago IL 60653"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60653""}",2015,Sun,NA,4434 S. Lake Park Ave. Chicago IL 60653,Chicago,IL,60653,KENWOOD,4434 S. Lake Park Ave. Chicago IL 60653,41.81424005,-87.59732218608136,way,"Kennicott Park Fieldhouse, 4434, South Lake Park Avenue, Oakland, Chicago, Hyde Park Township, Cook County, Illinois, 60653, United States",leisure,sports_centre
Annie (2014),Shabbona Park,2015-08-02T02:58:00Z,(773) 685-6205,PG,Yes,41.94532394,-87.79989624,"{""address"": ""6935 W. Addison St. Chicago IL 60634"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60634""}",2015,Sun,NA,6935 W. Addison St. Chicago IL 60634,Chicago,IL,60634,DUNNING,6935 W. Addison St. Chicago IL 60634,41.94548280003465,-87.79999639837158,way,"6935, West Addison Street, Dunning, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",place,house
Ghostbusters,Garfield Park,2015-08-01T03:15:00Z,(312) 746-5092,PG,Yes,41.88142014,-87.71589661,"{""address"": ""100 N Central Park Ave Chicago, IL 60624"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60624""}",2015,Sat,NA,"100 N Central Park Ave Chicago, IL 60624",Chicago,IL,60624,EAST GARFIELD PARK,"100 N Central Park Ave Chicago, IL 60624",41.881681,-87.715901,way,"100, North Central Park Avenue, East Garfield Park, Chicago, Cook County, Illinois, 60624, United States",place,house
Big Hero 6,Kosciuszko Park,2015-08-01T03:12:00Z,(312) 742-7546 ,PG,Yes,41.93063354,-87.72327423,"{""address"": ""2732 N. Avers Ave. Chicago IL 60647"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60647""}",2015,Sat,NA,2732 N. Avers Ave. Chicago IL 60647,Chicago,IL,60647,LOGAN SQUARE,2732 N. Avers Ave. Chicago IL 60647,41.9309098,-87.72383806475555,way,"Kosciuszko Fieldhouse, 2732, North Avers Avenue, Pennock, Logan Square, Chicago, Jefferson Township, Cook County, Illinois, 60647, United States",leisure,sports_centre
Frozen Sing-A-Long,Athletic Field Park,2015-08-01T03:00:00Z,(773) 478-2889,PG,N/A,41.94668198,-87.71703339,"{""address"": ""3546 W Addison St Chicago, IL 60618"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60618""}",2015,Sat,NA,"3546 W Addison St Chicago, IL 60618",Chicago,IL,60618,IRVING PARK,"3546 W Addison St Chicago, IL 60618",41.9467196,-87.71700694694292,way,"Ceramics Building, 3546, West Addison Street, Avondale, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",craft,pottery
The Lego Movie,Rainey Park,2015-07-31T03:10:00Z,(773) 284-0696,PG,Yes,41.74944687,-87.73049927,"{""address"": ""4350 W. 79th St. Chicago IL 60652"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60652""}",2015,Fri,NA,4350 W. 79th St. Chicago IL 60652,Chicago,IL,60652,ASHBURN,4350 W. 79th St. Chicago IL 60652,41.7503231,-87.73100421776144,way,"4350, West 79th Street, Ashburn, Chicago, Lake Township, Cook County, Illinois, 60652, United States",building,school
A Latino Film Festival Selection,Hermosa Park,2015-07-30T03:30:00Z,(312) 742-7540 ,NR,Yes,41.92153931,-87.73892212,"{""address"": ""2240 N. Kilbourn Ave. Chicago IL 60639"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60639""}",2015,Thu,NA,2240 N. Kilbourn Ave. Chicago IL 60639,Chicago,IL,60639,HERMOSA,2240 N. Kilbourn Ave. Chicago IL 60639,41.92204225,-87.7396089012054,way,"Hermosa Park Fieldhouse, 2240, North Kilbourn Avenue, Beat 2522, Hermosa, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",leisure,sports_centre
Big Hero 6,Portage Park,2015-07-30T03:30:00Z,(773) 685-7235,PG,N/A,41.95508957,-87.76216125,"{""address"": ""4100 N Long Ave Chicago, IL 60641"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60641""}",2015,Thu,NA,"4100 N Long Ave Chicago, IL 60641",Chicago,IL,60641,PORTAGE PARK,"4100 N Long Ave Chicago, IL 60641",41.955319700000004,-87.76369722581602,way,"Portage Park Fieldhouse, 4100, North Long Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",leisure,sports_centre
Teenage Mutant Ninja Turtles (2014),Lowe Playground Park,2015-07-30T03:11:00Z,(312) 747-6445,PG-13,Yes,41.7997818,-87.64161682,"{""address"": ""5203 S. Lowe Ave. Chicago IL 60609"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60609""}",2015,Thu,NA,5203 S. Lowe Ave. Chicago IL 60609,Chicago,IL,60609,NEW CITY,5203 S. Lowe Ave. Chicago IL 60609,41.79967204103777,-87.64153864333132,way,"5203, South Lowe Avenue, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",place,house
How to Train Your Dragon 2,Union Park,2015-07-30T03:12:00Z,(312) 746-5494,PG,Yes,41.88421249,-87.66551971,"{""address"": ""1501 W. Randolph St. Chicago IL 60607"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60607""}",2015,Thu,NA,1501 W. Randolph St. Chicago IL 60607,Chicago,IL,60607,NEAR WEST SIDE,1501 W. Randolph St. Chicago IL 60607,41.88489938692088,-87.66474016245968,way,"1501, West Randolph Street, Near West Side, Chicago, Cook County, Illinois, 60607, United States",place,house
Big Hero 6,Chicago Women's Park and Gardens,2015-07-29T03:12:00Z,(312) 328-0821,PG,Yes,41.85781097,-87.62203979,"{""address"": ""1801 S Indiana Ave Chicago, IL 60616"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60616""}",2015,Wed,NA,"1801 S Indiana Ave Chicago, IL 60616",Chicago,IL,60616,NEAR SOUTH SIDE,"1801 S Indiana Ave Chicago, IL 60616",41.85770755,-87.62204977108205,way,"Chicago Women's Park Fieldhouse, 1801, South Indiana Avenue, South Loop, Near South Side, Chicago, Cook County, Illinois, 60616, United States",building,public
The Fugitive,"Ward, A. Montgomery Park",2015-07-29T03:40:00Z,(312) 742-7895,PG-13,Yes,41.89364243,-87.64193726,"{""address"": ""630 N. Kingsbury St. Chicago IL 60606"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60606""}",2015,Wed,NA,630 N. Kingsbury St. Chicago IL 60606,Chicago,IL,60606,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,41.89335016583472,-87.64121581461724,way,"630, North Kingsbury Street, Chicago River North, Near North Side, Chicago, Cook County, Illinois, 60654, United States",place,house
Anchorman: The Legend of Ron Burgundy,Heritage Green Park,2015-07-28T03:04:00Z,(312) 746-5494,PG,Yes,41.87962341,-87.64317322,"{""address"": ""610-30 W. Adams St. Chicago IL 60606"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60606""}",2015,Tue,NA,610-30 W. Adams St. Chicago IL 60606,Chicago,IL,60606,NEAR WEST SIDE,610-30 W. Adams St. Chicago IL 60606,41.87935467458336,-87.64278532791305,way,"610, West Adams Street, Greektown, Near West Side, Chicago, Cook County, Illinois, 60661, United States",place,house
Stage Door,Lincoln Park,2015-07-28T03:15:00Z,(312) 742-7726 ,NR,Yes,41.928495,-87.636008,"{""address"": ""2045 N Lincoln Park West Chicago IL 60614"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60614""}",2015,Tue,NA,2045 N Lincoln Park West Chicago IL 60614,Chicago,IL,60614,LINCOLN PARK,2045 N Lincoln Park West Chicago IL 60614,41.9196663,-87.63585178000523,way,"Lincoln Park Cultural Center, 2045, North Lincoln Park West, Mid-North District, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",amenity,community_centre
St. Vincent,Holstein Park,2015-07-28T03:12:00Z,(312) 742-7554 ,PG-13,Yes,41.9219017,-87.68556213,"{""address"": ""2200 N. Oakley Ave. Chicago IL 60647"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60647""}",2015,Tue,NA,2200 N. Oakley Ave. Chicago IL 60647,Chicago,IL,60647,LOGAN SQUARE,2200 N. Oakley Ave. Chicago IL 60647,41.9217375,-87.68509576052016,way,"Holstein Park Fieldhouse, 2200, North Oakley Avenue, Logan Square, Chicago, Cook County, Illinois, 60647, United States",leisure,sports_centre
Over the Hedge,Davis Square Park,2015-07-27T02:53:00Z,(312) 747-6107 ,PG,Yes,41.81347275,-87.66633606,"{""address"": ""4430 S. Marshfield Ave. Chicago IL 60609"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60609""}",2015,Mon,NA,4430 S. Marshfield Ave. Chicago IL 60609,Chicago,IL,60609,NEW CITY,4430 S. Marshfield Ave. Chicago IL 60609,41.813131999999996,-87.66650213979561,way,"Locker Building, 4430, South Marshfield Avenue, Back of the Yards, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",building,yes
The Lego Movie,Pulaski Park,2015-07-26T03:10:00Z,(312) 742-7559,PG,Yes,41.90703583,-87.66342163,"{""address"": ""1419 W. Blackhawk St. Chicago IL 60642"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60642""}",2015,Sun,NA,1419 W. Blackhawk St. Chicago IL 60642,Chicago,IL,60642,WEST TOWN,1419 W. Blackhawk St. Chicago IL 60642,41.906721399999995,-87.66356261359127,way,"Pulaski Park Fieldhouse, 1419, West Blackhawk Street, West Town, Chicago, Cook County, Illinois, 60642, United States",leisure,sports_centre
Dolphin Tale 2,Emmerson Park,2015-07-26T03:17:00Z,(773) 761-0433,PG,Yes,41.99436951,-87.67577362,"{""address"": ""1820 W. Granville Ave. Chicago IL 60660"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60660""}",2015,Sun,NA,1820 W. Granville Ave. Chicago IL 60660,Chicago,IL,60660,WEST RIDGE,1820 W. Granville Ave. Chicago IL 60660,41.99438797622685,-87.6775022154986,way,"1820, West Granville Avenue, Edgewater, West Ridge, Chicago, Lake View Township, Cook County, Illinois, 60660, United States",place,house
Jaws,Lincoln Park,2015-07-26T03:34:00Z,(312) 742-7726 ,PG-13,Yes,41.928495,-87.636008,"{""address"": ""2045 N Lincoln Park West Chicago IL 60614"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60614""}",2015,Sun,NA,2045 N Lincoln Park West Chicago IL 60614,Chicago,IL,60614,LINCOLN PARK,2045 N Lincoln Park West Chicago IL 60614,41.9196663,-87.63585178000523,way,"Lincoln Park Cultural Center, 2045, North Lincoln Park West, Mid-North District, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",amenity,community_centre
Left Behind,Dawes Park,2015-07-25T03:20:00Z,(312) 747-6108,PG-13,Yes,41.74732971,-87.67307281,"{""address"": ""8052 S. Damen Ave. Chicago IL 60620"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60620""}",2015,Sat,NA,8052 S. Damen Ave. Chicago IL 60620,Chicago,IL,60620,AUBURN GRESHAM,8052 S. Damen Ave. Chicago IL 60620,41.74716866112972,-87.67316659193783,way,"8052, South Damen Avenue, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",place,house
Jurassic Park,Taylor-Lauridsen Playground Park,2015-07-25T03:37:00Z,(312) 747-6729,PG-13,Yes,41.81760025,-87.64348602,"{""address"": ""704 W. 42nd St. Chicago IL 60609"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60609""}",2015,Sat,NA,704 W. 42nd St. Chicago IL 60609,Chicago,IL,60609,NEW CITY,704 W. 42nd St. Chicago IL 60609,41.81751221427324,-87.6435532866871,way,"704, West 42nd Street, Canaryville, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",place,house
"Looney Tunes Collection (Corny Concerto, Foney Fables, Hollywood Steps Out, Little Red Riding Rabbit, Rabbit of Seville, Rocket Bye Baby, Bugs' Bonnets)",Indian Boundary Park,2015-07-25T02:30:00Z,(773) 764.0338,NR,No,42.0086174,-87.69226074,"{""address"": ""2500 W. Lunt Ave., Chicago IL 60645"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2015,Sat,NA,"2500 W. Lunt Ave., Chicago IL 60645",Chicago,IL,,WEST RIDGE,"2500 W. Lunt Ave., Chicago IL 60645",42.0089718,-87.69257514906371,way,"Indian Boundary Park Fieldhouse, 2500, West Lunt Avenue, West Ridge, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,public
Get On Up,West Pullman Park,2015-07-24T03:49:00Z,(312) 747-7090,PG-13,Yes,41.67062378,-87.63065338,"{""address"": ""401 W. 123rd St. Chicago IL 60628"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60628""}",2015,Fri,NA,401 W. 123rd St. Chicago IL 60628,Chicago,IL,60628,WEST PULLMAN,401 W. 123rd St. Chicago IL 60628,41.6700525,-87.63210709571621,way,"401, West 123rd Street, West Pullman, Calumet Park, Calumet Township, Cook County, Illinois, 60827, United States",building,yes
The Social Network,Clark (Richard) Playlot Park,2015-07-24T03:30:00Z,(773) 248-3966,PG-13,Yes,41.94225311,-87.69390106,"{""address"": ""3400 N. Rockwell St. Chicago IL 60618"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60618""}",2015,Fri,NA,3400 N. Rockwell St. Chicago IL 60618,Chicago,IL,60618,NORTH CENTER,3400 N. Rockwell St. Chicago IL 60618,41.9434287,-87.69467925735873,way,"WMS Boathouse at Clark Park, 3400, North Rockwell Street, North Center, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",building,boathouse
Big Hero 6,Commercial Club Playground,2015-07-24T03:12:00Z,(312) 742-7558,PG,Yes,41.89686584,-87.67324829,"{""address"": ""1845 W. Rice St. Chicago IL 60622"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60622""}",2015,Fri,NA,1845 W. Rice St. Chicago IL 60622,Chicago,IL,60622,WEST TOWN,1845 W. Rice St. Chicago IL 60622,41.89666055,-87.67416929382364,way,"Commercial Club Park Fieldhouse, 1845, West Rice Street, West Town, Chicago, Cook County, Illinois, 60622, United States",leisure,sports_centre
Sixteen Candles,Chase Park,2015-07-24T03:00:00Z,(312) 742-7518,R,N/A,41.96714783,-87.66930389,"{""address"": ""4701 N. Ashland Ave. Chicago IL 60640"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60640""}",2015,Fri,NA,4701 N. Ashland Ave. Chicago IL 60640,Chicago,IL,60640,UPTOWN,4701 N. Ashland Ave. Chicago IL 60640,41.967178,-87.66929,way,"4701, North Ashland Avenue, Ravenswood Place, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",place,house
The Croods,Kells Playground Park,2015-07-23T03:08:00Z,(312) 742-7544,PG,Yes,41.89552689,-87.7065506,"{""address"": ""3201 W. Chicago Ave. Chicago IL 60624"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60624""}",2015,Thu,NA,3201 W. Chicago Ave. Chicago IL 60624,Chicago,IL,60624,HUMBOLDT PARK,3201 W. Chicago Ave. Chicago IL 60624,41.895457,-87.707941,way,"3201, West Chicago Avenue, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States",place,house
A Latino Film Festival Selection,Kilbourn Park,2015-07-23T03:30:00Z,(773) 685-3351,NR,Yes,41.94442749,-87.73962402,"{""address"": ""3501 N. Kilbourn Ave. Chicago IL 60641"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60641""}",2015,Thu,NA,3501 N. Kilbourn Ave. Chicago IL 60641,Chicago,IL,60641,IRVING PARK,3501 N. Kilbourn Ave. Chicago IL 60641,41.944601500000005,-87.73857849896645,way,"Kilbourn Park Fieldhouse, 3501, North Kilbourn Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",leisure,sports_centre
E.T. The Extra-Terrestrial,Donovan Playground Park,2015-07-23T03:25:00Z,(312) 747-6111,PG,Yes,41.82843781,-87.64769745,"{""address"": ""3620 S.Lituanica Ave. Chicago IL 60609"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60609""}",2015,Thu,NA,3620 S.Lituanica Ave. Chicago IL 60609,Chicago,IL,60609,BRIDGEPORT,3620 S.Lituanica Ave. Chicago IL 60609,41.82813065,-87.6478986,way,"Donovan Park Fieldhouse, 3620, South Lituanica Avenue, Stockyards Industrial Corridor, Bridgeport, Chicago, Cook County, Illinois, 60609, United States",building,yes
